LCLid,avg_peak_kwh,shiftable_kwh_day,monthly_savings_gbp,avg_consumption,weekend_usage,holiday_usage,Acorn_grouped,stdorToU,anomaly_count,usage_pattern,recommendation
MAC004788,0.12482443482443482,0.11234199134199133,2.13,0.10133211009775907,0.2844337494360054,0.02454504436757407,ACORN-U,Std,899,Peak Hour Users,899 anomalous readings detected. Inspect high-consumption appliances.
MAC004335,0.12466433891992551,0.11219790502793295,2.13,0.09590201502533341,0.2851319084502941,0.023760992370857843,Adversity,Std,723,Peak Hour Users,723 anomalous readings detected. Inspect high-consumption appliances.
MAC004052,0.12427731558513588,0.11184958402662229,2.12,0.10501834829870625,0.285803475425757,0.0216433699836981,Adversity,Std,754,Peak Hour Users,754 anomalous readings detected. Inspect high-consumption appliances.
MAC001817,0.12401114649681529,0.11161003184713375,2.12,0.0984191867020747,0.28514522821576765,0.022307053941908715,Adversity,Std,562,Peak Hour Users,562 anomalous readings detected. Inspect high-consumption appliances.
MAC002527,0.12389099523278506,0.11150189570950654,2.11,0.09654127736368708,0.28280574536326875,0.021754288104866824,Adversity,Std,748,Peak Hour Users,748 anomalous readings detected. Inspect high-consumption appliances.
MAC002364,0.12351589667163437,0.11116430700447093,2.11,0.08616821530190497,0.28636688523571274,0.023866496783616645,Adversity,Std,250,Peak Hour Users,250 anomalous readings detected. Inspect high-consumption appliances.
MAC005369,0.12304331063492063,0.11073897957142856,2.1,0.10596701550809723,0.2845231004849826,0.023143027312175615,Adversity,Std,706,Peak Hour Users,706 anomalous readings detected. Inspect high-consumption appliances.
MAC000162,0.12326164079822616,0.11093547671840354,2.1,0.10163497504915057,0.28552704542017443,0.02177748651509805,Adversity,Std,649,Peak Hour Users,649 anomalous readings detected. Inspect high-consumption appliances.
MAC000236,0.12306058141898761,0.11075452327708885,2.1,0.08268602019785866,0.28554716309351236,0.02197299153124285,Adversity,ToU,879,Peak Hour Users,879 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC005414,0.12236958504331964,0.11013262653898767,2.09,0.0805871865818524,0.2847648115925493,0.023276378469349917,Adversity,Std,805,Peak Hour Users,805 anomalous readings detected. Inspect high-consumption appliances.
MAC003849,0.12197527100271004,0.10977774390243904,2.08,0.11367395635515999,0.2848061029879212,0.022377622377622378,Adversity,Std,603,Peak Hour Users,603 anomalous readings detected. Inspect high-consumption appliances.
MAC001795,0.12117407407407407,0.10905666666666666,2.07,0.10024640079099785,0.28429587953003477,0.022240608969055106,ACORN-U,Std,685,Peak Hour Users,685 anomalous readings detected. Inspect high-consumption appliances.
MAC005307,0.12153853042114694,0.10938467737903224,2.07,0.39449555876929976,0.28514585143049287,0.022865469218482922,Affluent,Std,668,Balanced Users,668 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005282,0.12115452593742537,0.10903907334368285,2.07,0.16315033464089387,0.28680688336520077,0.024378585086042064,Affluent,Std,887,Peak Hour Users,887 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004632,0.12109659408151871,0.10898693467336684,2.07,0.09735597009711451,0.28505554391112975,0.021798365122615803,Adversity,Std,438,Peak Hour Users,438 anomalous readings detected. Inspect high-consumption appliances.
MAC002129,0.12132016129032258,0.10918814516129031,2.07,0.0880564337122486,0.28411919015268716,0.02260039012578193,Adversity,Std,165,Peak Hour Users,165 anomalous readings detected. Inspect high-consumption appliances.
MAC005362,0.1206915422885572,0.10862238805970148,2.06,0.09826546719850632,0.285156581515743,0.0230841042179411,Affluent,Std,1010,Peak Hour Users,1010 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001776,0.11951061571125264,0.10755955414012738,2.04,0.09775870771989242,0.2849553408374008,0.022312979380416376,Affluent,Std,627,Peak Hour Users,627 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005519,0.11965116279069767,0.10768604651162789,2.04,0.09162705583289946,0.2836666564576889,0.023521484793727603,Adversity,Std,506,Peak Hour Users,506 anomalous readings detected. Inspect high-consumption appliances.
MAC004569,0.11899770258980785,0.10709793233082707,2.03,0.10274646709766737,0.28579264947888094,0.02256876420343233,Adversity,Std,1171,Peak Hour Users,1171 anomalous readings detected. Inspect high-consumption appliances.
MAC004599,0.11873897264098268,0.10686507537688442,2.03,0.0706531866596822,0.28496595075956,0.02179151388161341,Adversity,Std,908,Peak Hour Users,908 anomalous readings detected. Inspect high-consumption appliances.
MAC003538,0.11897768296685264,0.10707991467016736,2.03,0.08708015925135446,0.28369725824987685,0.02167131833853226,Adversity,Std,732,Peak Hour Users,732 anomalous readings detected. Inspect high-consumption appliances.
MAC003942,0.11896400885935769,0.10706760797342191,2.03,0.10424058743029338,0.28429912368813,0.022617851823629246,Adversity,Std,717,Peak Hour Users,717 anomalous readings detected. Inspect high-consumption appliances.
MAC004583,0.11829045817570408,0.10646141235813367,2.02,0.06725604691345043,0.28517720054685036,0.022715322326217268,Adversity,Std,1033,Peak Hour Users,1033 anomalous readings detected. Inspect high-consumption appliances.
MAC000759,0.11773989151873768,0.1059659023668639,2.01,0.0836566855834464,0.2857098803503145,0.0236832367090169,Adversity,ToU,804,Peak Hour Users,804 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC001714,0.11792517718561302,0.10613265946705171,2.01,0.07897508207156927,0.2867695338148391,0.023637557452396585,Adversity,Std,825,Peak Hour Users,825 anomalous readings detected. Inspect high-consumption appliances.
MAC001684,0.11794636316064887,0.10615172684458399,2.01,0.10285332809738858,0.28427907585574974,0.023561751423522483,Adversity,Std,611,Peak Hour Users,611 anomalous readings detected. Inspect high-consumption appliances.
MAC004358,0.11787668999999999,0.10608902099999998,2.01,0.09557225332983438,0.2854851877770002,0.023792862141357594,Adversity,Std,575,Peak Hour Users,575 anomalous readings detected. Inspect high-consumption appliances.
MAC001841,0.11751496473004695,0.10576346825704226,2.01,0.1012523841292547,0.27677523474178406,0.022887323943661973,Adversity,Std,812,Peak Hour Users,812 anomalous readings detected. Inspect high-consumption appliances.
MAC005205,0.11717175572519084,0.10545458015267176,2.0,0.10104526067859189,0.28722388439747915,0.021389012667897382,Affluent,Std,642,Peak Hour Users,642 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002832,0.1173671310629515,0.10563041795665634,2.0,0.09322517347103437,0.2864934645796353,0.02320477650476037,Adversity,Std,591,Peak Hour Users,591 anomalous readings detected. Inspect high-consumption appliances.
MAC002331,0.11720895145895154,0.10548805631305637,2.0,0.10145659102726795,0.28502893930483764,0.023770466433501503,Adversity,Std,784,Peak Hour Users,784 anomalous readings detected. Inspect high-consumption appliances.
MAC005300,0.11685592841163311,0.10517033557046981,1.99,0.09045329116758088,0.2847867457740961,0.022836673010186947,Affluent,Std,535,Peak Hour Users,535 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002752,0.1160050736428209,0.10440456627853881,1.98,0.06907649356578571,0.2848123354167328,0.022843364319934008,Affluent,Std,872,Peak Hour Users,872 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005145,0.11515903537851038,0.10364313184065935,1.97,0.11542199800122296,0.28609646105633263,0.022013299701903234,Adversity,Std,681,Peak Hour Users,681 anomalous readings detected. Inspect high-consumption appliances.
MAC000816,0.11570199004975125,0.10413179104477613,1.97,0.11778605665110489,0.2852785558667912,0.023902894491129784,Affluent,Std,739,Peak Hour Users,739 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004461,0.1148731080447854,0.10338579724030686,1.96,0.10419334264789755,0.2857365064551252,0.022398506766215586,Adversity,Std,814,Peak Hour Users,814 anomalous readings detected. Inspect high-consumption appliances.
MAC001413,0.11440066564260112,0.10296059907834101,1.95,0.06590547551072687,0.28584694204290745,0.023054755043227664,Adversity,ToU,874,Peak Hour Users,874 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC002236,0.11371558729377,0.10234402856439301,1.94,0.08571413173713548,0.28463646721892033,0.02365041726973178,Adversity,ToU,782,Peak Hour Users,782 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC002681,0.11384103465595179,0.10245693119035659,1.94,0.08422528973899934,0.28490216401268886,0.023995728509061214,Affluent,Std,395,Peak Hour Users,395 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002615,0.11231753312945973,0.10108577981651375,1.92,0.11566717667272321,0.28615600395269514,0.02448120875968251,Affluent,Std,973,Peak Hour Users,973 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002375,0.11176700725143283,0.10059030652628956,1.91,0.11527051453548166,0.2865646523514196,0.0239349269174432,Affluent,Std,940,Peak Hour Users,940 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001222,0.1121353076333929,0.1009217768700536,1.91,0.0936767325310435,0.28346155073897916,0.022983368978836148,Adversity,ToU,659,Peak Hour Users,659 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC002537,0.1115033388981636,0.10035300500834723,1.9,0.10452680125304559,0.2839888618169161,0.02171945701357466,Adversity,Std,319,Peak Hour Users,319 anomalous readings detected. Inspect high-consumption appliances.
MAC002911,0.11141443184959911,0.10027298866463918,1.9,0.0959019038733976,0.28520092602190666,0.023185100722158875,Adversity,Std,548,Peak Hour Users,548 anomalous readings detected. Inspect high-consumption appliances.
MAC004615,0.1110083752372976,0.09990753771356785,1.89,0.06528963084552789,0.2849858554814375,0.021793036007404044,Adversity,Std,670,Peak Hour Users,670 anomalous readings detected. Inspect high-consumption appliances.
MAC000531,0.11099262784780024,0.09989336506302021,1.89,0.10966347440442553,0.28409124706302236,0.02426910150789638,Affluent,Std,805,Peak Hour Users,805 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001980,0.1107312,0.09965807999999998,1.89,0.09627650276869705,0.2833411168190006,0.022416438721729267,Affluent,Std,511,Peak Hour Users,511 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005349,0.11059091935848205,0.09953182742263383,1.89,0.07500053677147782,0.28476989575387746,0.023052801084837697,Affluent,ToU,1010,Peak Hour Users,1010 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005206,0.11028306878306879,0.0992547619047619,1.88,0.07883506150515691,0.28589156692956813,0.022502895593182946,Affluent,Std,755,Peak Hour Users,755 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002674,0.10945324283559577,0.09850791855203618,1.87,0.05036953650713792,0.2852965222313062,0.0241494245644928,Adversity,Std,739,Peak Hour Users,739 anomalous readings detected. Inspect high-consumption appliances.
MAC004302,0.10949079595540576,0.09854171635986518,1.87,0.1094131802490757,0.2864046182785237,0.023350846468184472,Adversity,Std,833,Peak Hour Users,833 anomalous readings detected. Inspect high-consumption appliances.
MAC001600,0.10967396974439228,0.09870657276995305,1.87,0.07600783187247095,0.28511290954183527,0.02349562720271505,ACORN-U,Std,419,Peak Hour Users,419 anomalous readings detected. Inspect high-consumption appliances.
MAC001952,0.10878943089430894,0.09791048780487804,1.86,0.07317370669197912,0.2879178249372839,0.019526747576106854,Adversity,ToU,637,Peak Hour Users,637 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC004399,0.1087838724331927,0.09790548518987341,1.86,0.10086475865931617,0.28432350008797136,0.023928215353938187,Affluent,ToU,667,Peak Hour Users,667 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005181,0.10837252316160281,0.09753527084544253,1.85,0.07744131094188927,0.28548609198567887,0.022473147893142385,Affluent,Std,1133,Peak Hour Users,1133 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004541,0.10815756567319718,0.09734180910587745,1.85,0.10921463757135037,0.28524513253577294,0.022519352568613652,Adversity,Std,608,Peak Hour Users,608 anomalous readings detected. Inspect high-consumption appliances.
MAC002244,0.10848742603550296,0.09763868343195264,1.85,0.09164133954176817,0.28415924018625305,0.02368250639859385,Affluent,Std,860,Peak Hour Users,860 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005528,0.1078,0.09702,1.84,0.09361974422669979,0.284049437237403,0.02355322476768792,Adversity,Std,431,Peak Hour Users,431 anomalous readings detected. Inspect high-consumption appliances.
MAC005339,0.10796526838069463,0.09716874154262516,1.84,0.0637173532731377,0.28442437923250563,0.023024830699774266,Adversity,Std,862,Peak Hour Users,862 anomalous readings detected. Inspect high-consumption appliances.
MAC000653,0.10731557184914842,0.09658401466423357,1.83,0.05978157245913615,0.2848750494627583,0.02337686056067939,Adversity,ToU,828,Peak Hour Users,828 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC005219,0.10656205823763251,0.09590585241386926,1.82,0.11327660572982824,0.2856353896283205,0.022532722151654055,Affluent,Std,1264,Peak Hour Users,1264 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001437,0.10638639311867047,0.09574775380680342,1.82,0.09255307135347372,0.2850050296914041,0.023363727812570984,Affluent,ToU,595,Peak Hour Users,595 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC000099,0.10625092707045734,0.09562583436341161,1.81,0.09145809710596846,0.2844809813421297,0.022265745799402124,ACORN-U,Std,938,Peak Hour Users,938 anomalous readings detected. Inspect high-consumption appliances.
MAC002276,0.10621474358974359,0.09559326923076922,1.81,0.09550114113002714,0.2842339008142117,0.02365531704909943,Adversity,Std,395,Peak Hour Users,395 anomalous readings detected. Inspect high-consumption appliances.
MAC005182,0.1054002642007926,0.09486023778071334,1.8,0.08378634573545207,0.28550576960149815,0.02247252898570681,Affluent,Std,761,Peak Hour Users,761 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002003,0.10547821443464314,0.09493039299117881,1.8,0.09568333612568945,0.2854420859100786,0.02246364699983286,Adversity,Std,850,Peak Hour Users,850 anomalous readings detected. Inspect high-consumption appliances.
MAC002717,0.10544087110660927,0.09489678399594834,1.8,0.09169589717614283,0.28523489932885904,0.022793465873116373,Adversity,Std,952,Peak Hour Users,952 anomalous readings detected. Inspect high-consumption appliances.
MAC002875,0.10476258596973866,0.0942863273727648,1.79,0.1196735929406908,0.28667262969588553,0.023083803495252513,Adversity,Std,423,Peak Hour Users,423 anomalous readings detected. Inspect high-consumption appliances.
MAC001574,0.10461902188597676,0.09415711969737907,1.79,0.10114149126659684,0.2854150478056691,0.024325146119801345,Adversity,Std,836,Peak Hour Users,836 anomalous readings detected. Inspect high-consumption appliances.
MAC002539,0.10457429053978855,0.09411686148580968,1.78,0.08647895855407428,0.283998746910787,0.02168540499147203,Affluent,Std,893,Peak Hour Users,893 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002033,0.10409229531835207,0.09368306578651686,1.78,0.08521762974852862,0.2841091492776886,0.02247191011235955,Adversity,Std,743,Peak Hour Users,743 anomalous readings detected. Inspect high-consumption appliances.
MAC001738,0.10320136692954784,0.09288123023659306,1.76,0.09673533957243874,0.28570958723894097,0.023680315737543166,Adversity,Std,670,Peak Hour Users,670 anomalous readings detected. Inspect high-consumption appliances.
MAC004503,0.10335294117647059,0.09301764705882352,1.76,0.08643301004914068,0.2845219833077663,0.022464314500403006,Adversity,Std,1020,Peak Hour Users,1020 anomalous readings detected. Inspect high-consumption appliances.
MAC005564,0.10327913043478261,0.09295121739130434,1.76,0.0839318511279559,0.2854707674452343,0.022631655302480777,Adversity,ToU,464,Peak Hour Users,464 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC004097,0.10309493182402882,0.09278543864162593,1.76,0.10533379403445615,0.28689894574440733,0.023142195937258934,Adversity,Std,533,Peak Hour Users,533 anomalous readings detected. Inspect high-consumption appliances.
MAC003645,0.10234031936127744,0.09210628742514969,1.75,0.08655937070795355,0.28567861156199276,0.021975277812460982,Adversity,Std,530,Peak Hour Users,530 anomalous readings detected. Inspect high-consumption appliances.
MAC004467,0.10179622715588724,0.09161660444029851,1.74,0.10444726470572983,0.28566243194192376,0.02240082966035779,ACORN-U,ToU,1094,Peak Hour Users,1094 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC002347,0.10220411196432995,0.09198370076789696,1.74,0.09831766928938727,0.28548417074530696,0.023790347562108915,Adversity,Std,596,Peak Hour Users,596 anomalous readings detected. Inspect high-consumption appliances.
MAC003792,0.10108606135673304,0.09097745522105972,1.73,0.10863500843750001,0.28378378378378377,0.0222972972972973,Adversity,Std,710,Peak Hour Users,710 anomalous readings detected. Inspect high-consumption appliances.
MAC000322,0.101058565828914,0.0909527092460226,1.72,0.10646748565331488,0.28376157107016176,0.023531447357037806,Affluent,Std,962,Peak Hour Users,962 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC003630,0.10082267152800796,0.09074040437520715,1.72,0.080791167319096,0.2866265809662036,0.021895086046029442,Adversity,Std,314,Peak Hour Users,314 anomalous readings detected. Inspect high-consumption appliances.
MAC002573,0.09998467118171683,0.08998620406354514,1.71,0.09053196683050967,0.28442445792372584,0.021752771386739176,Affluent,Std,671,Peak Hour Users,671 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC000857,0.09909811227024341,0.08918830104321906,1.69,0.06470934965665104,0.28487089457166825,0.023863530435322997,Affluent,ToU,659,Peak Hour Users,659 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002392,0.09778965865963855,0.08801069279367468,1.67,0.0637005802164027,0.28295436725733103,0.024086561078877217,Adversity,Std,865,Peak Hour Users,865 anomalous readings detected. Inspect high-consumption appliances.
MAC005480,0.09697409579667644,0.08727668621700879,1.66,0.06457813646368306,0.28463560772805085,0.02347762289068232,Adversity,Std,942,Peak Hour Users,942 anomalous readings detected. Inspect high-consumption appliances.
MAC002781,0.09672865853658537,0.08705579268292683,1.65,0.08178350547592564,0.2852693468933736,0.02288256793262355,Adversity,Std,752,Peak Hour Users,752 anomalous readings detected. Inspect high-consumption appliances.
MAC005317,0.09675409468252187,0.08707868521426967,1.65,0.08639749705931869,0.28553790897356757,0.022896907795050228,Affluent,Std,980,Peak Hour Users,980 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002185,0.09626964769647697,0.08664268292682928,1.64,0.09911324655955529,0.2857094434275642,0.02277811673784828,Adversity,Std,721,Peak Hour Users,721 anomalous readings detected. Inspect high-consumption appliances.
MAC000204,0.09515569250729809,0.08564012325656828,1.62,0.0739270638850556,0.28439808426008606,0.02337852098384609,Adversity,Std,557,Peak Hour Users,557 anomalous readings detected. Inspect high-consumption appliances.
MAC004453,0.09470903954802261,0.08523813559322035,1.62,0.07295198422044277,0.28503297220913804,0.02399317004239284,Adversity,Std,1078,Peak Hour Users,1078 anomalous readings detected. Inspect high-consumption appliances.
MAC001256,0.09501403777437467,0.0855126339969372,1.62,0.06890682079448206,0.2850300166049304,0.022991442074338998,ACORN-U,Std,644,Peak Hour Users,644 anomalous readings detected. Inspect high-consumption appliances.
MAC003521,0.09422667971298108,0.08480401174168298,1.61,0.06802885949873459,0.2860233488448037,0.021552779818760717,Adversity,Std,433,Peak Hour Users,433 anomalous readings detected. Inspect high-consumption appliances.
MAC002707,0.09411418511066398,0.08470276659959758,1.61,0.08869931390445017,0.2863347390948574,0.024107761062503934,Adversity,Std,546,Peak Hour Users,546 anomalous readings detected. Inspect high-consumption appliances.
MAC000551,0.09357267441860466,0.08421540697674419,1.6,0.05829631873958491,0.2850174216027875,0.02326920163611574,Affluent,Std,609,Peak Hour Users,609 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001787,0.09305446856160761,0.08374902170544685,1.59,0.07330735916424226,0.28405183813805873,0.02221634488230627,Affluent,Std,684,Peak Hour Users,684 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004293,0.0933381782622739,0.0840043604360465,1.59,0.09907884199247968,0.2871062952330894,0.02328872356770307,Adversity,Std,615,Peak Hour Users,615 anomalous readings detected. Inspect high-consumption appliances.
MAC001798,0.09232486767195767,0.0830923809047619,1.58,0.08898063362134605,0.28433806733538586,0.022213394246366737,Adversity,Std,754,Peak Hour Users,754 anomalous readings detected. Inspect high-consumption appliances.
MAC002522,0.09239020317283608,0.08315118285555248,1.58,0.07389001427030038,0.2840137830218231,0.021718701054610004,Affluent,Std,788,Peak Hour Users,788 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002135,0.09183629032258066,0.08265266129032259,1.57,0.0761893437384372,0.2841669750075684,0.022604191193783846,Affluent,Std,917,Peak Hour Users,917 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001648,0.09204407929055816,0.08283967136150235,1.57,0.06288103628295484,0.2834442704254764,0.023492560689115115,Adversity,Std,767,Peak Hour Users,767 anomalous readings detected. Inspect high-consumption appliances.
MAC001907,0.0918839427662957,0.08269554848966613,1.57,0.09176982732575482,0.28578530474265074,0.022205282868789977,Adversity,Std,773,Peak Hour Users,773 anomalous readings detected. Inspect high-consumption appliances.
MAC005415,0.09211169483782548,0.08290052535404294,1.57,0.06905237456092755,0.2851186566524831,0.023302967130251023,Affluent,Std,433,Peak Hour Users,433 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002767,0.09223947460424385,0.08301552714381946,1.57,0.08423822561715393,0.28713455219479317,0.024222765186620608,Affluent,Std,644,Peak Hour Users,644 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC000196,0.09144754768392371,0.08230279291553133,1.56,0.05929258038859221,0.2836609476195887,0.017753664356323143,Adversity,Std,818,Peak Hour Users,818 anomalous readings detected. Inspect high-consumption appliances.
MAC002143,0.09060032316186371,0.08154029084567735,1.55,0.07892883364655956,0.2844633053787343,0.022633121147822573,Affluent,Std,685,Peak Hour Users,685 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004268,0.09108036175710595,0.08197232558139535,1.55,0.1115622353728304,0.28543262548886517,0.02327159895277805,Adversity,Std,958,Peak Hour Users,958 anomalous readings detected. Inspect high-consumption appliances.
MAC005252,0.09032467820683533,0.0812922103861518,1.54,0.06269968902709906,0.2839015992892048,0.02265659706796979,Affluent,Std,850,Peak Hour Users,850 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC003964,0.0903795681063123,0.08134161129568107,1.54,0.0933495982961629,0.28591217620168996,0.021609641224546335,Adversity,Std,710,Peak Hour Users,710 anomalous readings detected. Inspect high-consumption appliances.
MAC000308,0.09042883421476201,0.08138595079328581,1.54,0.09455323250316346,0.2843667318532152,0.023467157483032325,Affluent,Std,660,Peak Hour Users,660 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC003931,0.09022507122507123,0.0812025641025641,1.54,0.0675741334758977,0.28575247260090886,0.023523122159850307,Adversity,Std,447,Peak Hour Users,447 anomalous readings detected. Inspect high-consumption appliances.
MAC001773,0.0902575516163222,0.08123179645468998,1.54,0.09403140543874776,0.28490415865225177,0.022285600583670493,Adversity,ToU,574,Peak Hour Users,574 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC002040,0.08953798817549491,0.08058418935794542,1.53,0.06084063597656904,0.2843514644351464,0.022493723849372385,Adversity,ToU,630,Peak Hour Users,630 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC003707,0.08881787746903247,0.07993608972212922,1.52,0.07479341680974914,0.28543908873905943,0.022111478705138406,Adversity,Std,138,Peak Hour Users,138 anomalous readings detected. Inspect high-consumption appliances.
MAC002175,0.08875150027277687,0.07987635024549918,1.51,0.07208908153861907,0.2835250349841292,0.02293593638008123,Adversity,Std,379,Peak Hour Users,379 anomalous readings detected. Inspect high-consumption appliances.
MAC002779,0.08831969504447268,0.07948772554002541,1.51,0.07102256977557378,0.2853010363023714,0.022887659736791913,Affluent,Std,209,Peak Hour Users,209 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002483,0.08857060734816295,0.07971354661334665,1.51,0.08323942340764828,0.28363715956349084,0.023607767111722584,Adversity,Std,593,Peak Hour Users,593 anomalous readings detected. Inspect high-consumption appliances.
MAC002543,0.08858764607679466,0.07972888146911519,1.51,0.07261649319803669,0.2840533296202179,0.021721725206251957,Affluent,Std,658,Peak Hour Users,658 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002899,0.08786115702479338,0.07907504132231405,1.5,0.07149045551650471,0.28285438632761356,0.023154848046309694,Adversity,Std,382,Peak Hour Users,382 anomalous readings detected. Inspect high-consumption appliances.
MAC001545,0.08810020607934055,0.07929018547140648,1.5,0.0953337094590238,0.2847378941259914,0.023212328325488425,Adversity,Std,261,Peak Hour Users,261 anomalous readings detected. Inspect high-consumption appliances.
MAC001921,0.0870339181871345,0.07833052636842106,1.49,0.07696002928989751,0.2867496339677892,0.02459736456808199,Adversity,Std,303,Peak Hour Users,303 anomalous readings detected. Inspect high-consumption appliances.
MAC001129,0.08717202938940967,0.0784548264504687,1.49,0.07511351539728804,0.28434292231656316,0.022810797110632365,Adversity,ToU,541,Peak Hour Users,541 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC005265,0.08735177777777778,0.0786166,1.49,0.06755397063730396,0.2855633411188967,0.022689356022689355,Adversity,Std,730,Peak Hour Users,730 anomalous readings detected. Inspect high-consumption appliances.
