LCLid,tstp,consumption,predicted
MAC000002,2013-12-28 13:00:00,0.345,0.28560194
MAC000002,2013-12-28 13:30:00,0.286,0.26555824
MAC000002,2013-12-28 14:00:00,0.237,0.263414
MAC000002,2013-12-28 14:30:00,0.088,0.26280054
MAC000002,2013-12-28 15:00:00,0.157,0.26483324
MAC000002,2013-12-28 15:30:00,0.087,0.26405174
MAC000002,2013-12-28 16:00:00,0.119,0.28241095
MAC000002,2013-12-28 16:30:00,0.094,0.267138
MAC000002,2013-12-28 17:00:00,0.149,0.2855574
MAC000002,2013-12-28 17:30:00,0.311,0.28803977
MAC000002,2013-12-28 18:00:00,0.616,0.35705817
MAC000002,2013-12-28 18:30:00,0.608,0.4041091
MAC000002,2013-12-28 19:00:00,0.465,0.47278434
MAC000002,2013-12-28 19:30:00,0.525,0.39892405
MAC000002,2013-12-28 20:00:00,0.41,0.42866346
MAC000002,2013-12-28 20:30:00,1.2029999,0.45847204
MAC000002,2013-12-28 21:00:00,0.33,0.46577862
MAC000002,2013-12-28 21:30:00,0.297,0.42657927
MAC000002,2013-12-28 22:00:00,0.239,0.3955709
MAC000002,2013-12-28 22:30:00,0.537,0.4016745
MAC000002,2013-12-28 23:00:00,0.514,0.3870332
MAC000002,2013-12-28 23:30:00,0.486,0.3948669
MAC000002,2013-12-29 00:00:00,0.47,0.35334575
MAC000002,2013-12-29 00:30:00,0.471,0.35705292
MAC000002,2013-12-29 01:00:00,0.434,0.2909588
MAC000002,2013-12-29 01:30:00,0.477,0.23597169
MAC000002,2013-12-29 02:00:00,0.434,0.2329283
MAC000002,2013-12-29 02:30:00,0.233,0.18022092
MAC000002,2013-12-29 03:00:00,0.101,0.12343924
MAC000002,2013-12-29 03:30:00,0.115,0.111630775
MAC000002,2013-12-29 04:00:00,0.099,0.09642775
MAC000002,2013-12-29 04:30:00,0.108,0.11823779
MAC000002,2013-12-29 05:00:00,0.1,0.09230162
MAC000002,2013-12-29 05:30:00,0.103,0.12093993
MAC000002,2013-12-29 06:00:00,0.103,0.08696297
MAC000002,2013-12-29 06:30:00,0.097,0.12441894
MAC000002,2013-12-29 07:00:00,0.106,0.10764225
MAC000002,2013-12-29 07:30:00,0.093,0.13925985
MAC000002,2013-12-29 08:00:00,0.108,0.15796937
MAC000002,2013-12-29 08:30:00,0.089,0.17510858
MAC000002,2013-12-29 09:00:00,0.112,0.22223389
MAC000002,2013-12-29 09:30:00,0.083,0.21793985
MAC000002,2013-12-29 10:00:00,0.116,0.26636395
MAC000002,2013-12-29 10:30:00,0.079,0.25123286
MAC000002,2013-12-29 11:00:00,0.118,0.2817647
MAC000002,2013-12-29 11:30:00,0.079,0.2817647
MAC000002,2013-12-29 12:00:00,0.173,0.29645735
MAC000002,2013-12-29 12:30:00,0.275,0.33293998
MAC000002,2013-12-29 13:00:00,0.498,0.3416485
MAC000002,2013-12-29 13:30:00,0.359,0.32758313
MAC000002,2013-12-29 14:00:00,0.376,0.28971455
MAC000002,2013-12-29 14:30:00,0.331,0.2899447
MAC000002,2013-12-29 15:00:00,0.782,0.2923645
MAC000002,2013-12-29 15:30:00,0.4,0.39848396
MAC000002,2013-12-29 16:00:00,0.288,0.3779529
MAC000002,2013-12-29 16:30:00,0.451,0.38781458
MAC000002,2013-12-29 17:00:00,0.228,0.42967138
MAC000002,2013-12-29 17:30:00,0.304,0.43102488
MAC000002,2013-12-29 18:00:00,0.449,0.45812201
MAC000002,2013-12-29 18:30:00,0.424,0.46304563
MAC000002,2013-12-29 19:00:00,0.461,0.49843305
MAC000002,2013-12-29 19:30:00,0.424,0.49269393
MAC000002,2013-12-29 20:00:00,1.187,0.5446214
MAC000002,2013-12-29 20:30:00,0.46,0.50752497
MAC000002,2013-12-29 21:00:00,0.432,0.3919678
MAC000002,2013-12-29 21:30:00,0.485,0.42976755
MAC000002,2013-12-29 22:00:00,0.452,0.37365836
MAC000002,2013-12-29 22:30:00,0.478,0.42739093
MAC000002,2013-12-29 23:00:00,0.472,0.40062
MAC000002,2013-12-29 23:30:00,0.465,0.38941702
MAC000002,2013-12-30 00:00:00,0.494,0.35820776
MAC000002,2013-12-30 00:30:00,0.452,0.3431396
MAC000002,2013-12-30 01:00:00,0.47,0.2941988
MAC000002,2013-12-30 01:30:00,0.417,0.23309185
MAC000002,2013-12-30 02:00:00,0.16,0.22874886
MAC000002,2013-12-30 02:30:00,0.105,0.18356793
MAC000002,2013-12-30 03:00:00,0.101,0.11190812
MAC000002,2013-12-30 03:30:00,0.116,0.13223228
MAC000002,2013-12-30 04:00:00,0.085,0.110911734
MAC000002,2013-12-30 04:30:00,0.124,0.13038857
MAC000002,2013-12-30 05:00:00,0.076,0.12421345
MAC000002,2013-12-30 05:30:00,0.123,0.13316035
MAC000002,2013-12-30 06:00:00,0.08,0.1559473
MAC000002,2013-12-30 06:30:00,0.118,0.13487765
MAC000002,2013-12-30 07:00:00,0.093,0.18825147
MAC000002,2013-12-30 07:30:00,0.104,0.15946585
MAC000002,2013-12-30 08:00:00,0.104,0.2153121
MAC000002,2013-12-30 08:30:00,0.093,0.19048043
MAC000002,2013-12-30 09:00:00,0.115,0.22366266
MAC000002,2013-12-30 09:30:00,0.122,0.21165052
MAC000002,2013-12-30 10:00:00,0.129,0.24582802
MAC000002,2013-12-30 10:30:00,0.581,0.22962223
MAC000002,2013-12-30 11:00:00,0.369,0.35888347
MAC000002,2013-12-30 11:30:00,0.332,0.2886282
MAC000002,2013-12-30 12:00:00,0.355,0.34049898
MAC000002,2013-12-30 12:30:00,0.377,0.31390384
MAC000002,2013-12-30 13:00:00,0.226,0.2937605
MAC000002,2013-12-30 13:30:00,0.125,0.29555959
MAC000002,2013-12-30 14:00:00,0.098,0.2959212
MAC000002,2013-12-30 14:30:00,0.146,0.28847176
MAC000002,2013-12-30 15:00:00,0.092,0.3005169
MAC000002,2013-12-30 15:30:00,0.237,0.27944776
MAC000002,2013-12-30 16:00:00,0.318,0.3239427
MAC000002,2013-12-30 16:30:00,0.266,0.31894535
MAC000002,2013-12-30 17:00:00,1.306,0.37130034
MAC000002,2013-12-30 17:30:00,0.871,0.4069249
MAC000002,2013-12-30 18:00:00,0.848,0.49749878
MAC000002,2013-12-30 18:30:00,0.272,0.48025858
MAC000002,2013-12-30 19:00:00,0.302,0.5019592
MAC000002,2013-12-30 19:30:00,0.48,0.4833241
MAC000002,2013-12-30 20:00:00,1.24,0.5253641
MAC000002,2013-12-30 20:30:00,0.313,0.4779449
MAC000002,2013-12-30 21:00:00,0.207,0.4437322
MAC000002,2013-12-30 21:30:00,0.261,0.44102895
MAC000002,2013-12-30 22:00:00,0.424,0.37409046
MAC000002,2013-12-30 22:30:00,0.477,0.38362116
MAC000002,2013-12-30 23:00:00,0.445,0.32902098
MAC000002,2013-12-30 23:30:00,0.433,0.3347204
MAC000002,2013-12-31 00:00:00,0.461,0.27336755
MAC000002,2013-12-31 00:30:00,0.427,0.2861922
MAC000002,2013-12-31 01:00:00,0.471,0.25977823
MAC000002,2013-12-31 01:30:00,0.423,0.2570256
MAC000002,2013-12-31 02:00:00,0.21,0.14117481
MAC000002,2013-12-31 02:30:00,0.102,0.12567206
MAC000002,2013-12-31 03:00:00,0.112,0.10613
MAC000002,2013-12-31 03:30:00,0.107,0.13275132
MAC000002,2013-12-31 04:00:00,0.097,0.10184634
MAC000002,2013-12-31 04:30:00,0.121,0.1352665
MAC000002,2013-12-31 05:00:00,0.082,0.114925876
MAC000002,2013-12-31 05:30:00,0.126,0.1451982
MAC000002,2013-12-31 06:00:00,0.076,0.12939069
MAC000002,2013-12-31 06:30:00,0.125,0.15722479
MAC000002,2013-12-31 07:00:00,0.081,0.1608519
MAC000002,2013-12-31 07:30:00,0.119,0.16717526
MAC000002,2013-12-31 08:00:00,0.093,0.20590602
MAC000002,2013-12-31 08:30:00,0.108,0.19522803
MAC000002,2013-12-31 09:00:00,0.102,0.22891137
MAC000002,2013-12-31 09:30:00,0.096,0.22136585
MAC000002,2013-12-31 10:00:00,0.155,0.24176796
MAC000002,2013-12-31 10:30:00,0.104,0.28778124
MAC000002,2013-12-31 11:00:00,0.669,0.30717826
MAC000002,2013-12-31 11:30:00,0.332,0.29992607
MAC000002,2013-12-31 12:00:00,0.379,0.3099984
MAC000002,2013-12-31 12:30:00,0.243,0.3040807
MAC000002,2013-12-31 13:00:00,0.127,0.28103018
MAC000002,2013-12-31 13:30:00,0.103,0.24571256
MAC000002,2013-12-31 14:00:00,0.106,0.25038508
MAC000002,2013-12-31 14:30:00,0.514,0.25575694
MAC000002,2013-12-31 15:00:00,0.581,0.26093426
MAC000002,2013-12-31 15:30:00,0.453,0.30063754
MAC000002,2013-12-31 16:00:00,0.394,0.3727679
MAC000002,2013-12-31 16:30:00,0.447,0.36410764
MAC000002,2013-12-31 17:00:00,0.377,0.4276149
MAC000002,2013-12-31 17:30:00,0.37,0.42098135
MAC000002,2013-12-31 18:00:00,0.195,0.46372977
MAC000002,2013-12-31 18:30:00,0.282,0.41144577
MAC000002,2013-12-31 19:00:00,0.252,0.42282176
MAC000002,2013-12-31 19:30:00,0.307,0.4491862
MAC000002,2013-12-31 20:00:00,0.833,0.41347304
MAC000002,2013-12-31 20:30:00,0.4,0.36455408
MAC000002,2013-12-31 21:00:00,0.332,0.3271425
MAC000002,2013-12-31 21:30:00,0.451,0.3478149
MAC000002,2013-12-31 22:00:00,0.456,0.34068212
MAC000002,2013-12-31 22:30:00,0.402,0.3483108
MAC000002,2013-12-31 23:00:00,0.491,0.31205568
MAC000002,2013-12-31 23:30:00,0.452,0.31239185
MAC000002,2014-01-01 00:00:00,0.496,0.26616523
MAC000002,2014-01-01 00:30:00,0.427,0.2759881
MAC000002,2014-01-01 01:00:00,0.469,0.24838755
MAC000002,2014-01-01 01:30:00,0.362,0.24820362
MAC000002,2014-01-01 02:00:00,0.452,0.17036292
MAC000002,2014-01-01 02:30:00,0.232,0.13053861
MAC000002,2014-01-01 03:00:00,0.102,0.11223761
MAC000002,2014-01-01 03:30:00,0.121,0.12716475
MAC000002,2014-01-01 04:00:00,0.085,0.10223515
MAC000002,2014-01-01 04:30:00,0.128,0.13200289
MAC000002,2014-01-01 05:00:00,0.076,0.10195067
MAC000002,2014-01-01 05:30:00,0.127,0.14093368
MAC000002,2014-01-01 06:00:00,0.084,0.104315355
MAC000002,2014-01-01 06:30:00,0.118,0.14229976
MAC000002,2014-01-01 07:00:00,0.096,0.1350604
MAC000002,2014-01-01 07:30:00,0.105,0.17109925
MAC000002,2014-01-01 08:00:00,0.108,0.16843419
MAC000002,2014-01-01 08:30:00,0.092,0.18810141
MAC000002,2014-01-01 09:00:00,0.119,0.19714706
MAC000002,2014-01-01 09:30:00,0.098,0.20663491
MAC000002,2014-01-01 10:00:00,0.165,0.2224103
MAC000002,2014-01-01 10:30:00,0.516,0.2238027
MAC000002,2014-01-01 11:00:00,0.404,0.29447427
MAC000002,2014-01-01 11:30:00,0.353,0.28330067
MAC000002,2014-01-01 12:00:00,0.361,0.30800658
MAC000002,2014-01-01 12:30:00,0.385,0.28990608
MAC000002,2014-01-01 13:00:00,0.298,0.2727794
MAC000002,2014-01-01 13:30:00,0.151,0.2754212
MAC000002,2014-01-01 14:00:00,0.115,0.2757378
MAC000002,2014-01-01 14:30:00,0.508,0.31718636
MAC000002,2014-01-01 15:00:00,0.371,0.30949697
MAC000002,2014-01-01 15:30:00,0.444,0.31324115
MAC000002,2014-01-01 16:00:00,0.439,0.34963688
MAC000002,2014-01-01 16:30:00,0.416,0.3476388
MAC000002,2014-01-01 17:00:00,0.474,0.3921114
MAC000002,2014-01-01 17:30:00,0.457,0.3912436
MAC000002,2014-01-01 18:00:00,0.342,0.38346463
MAC000002,2014-01-01 18:30:00,0.34,0.41499385
MAC000002,2014-01-01 19:00:00,0.484,0.4133653
MAC000002,2014-01-01 19:30:00,0.43,0.4319001
MAC000002,2014-01-01 20:00:00,1.205,0.49726385
MAC000002,2014-01-01 20:30:00,0.326,0.4643439
MAC000002,2014-01-01 21:00:00,0.445,0.4382915
MAC000002,2014-01-01 21:30:00,0.382,0.45911142
MAC000002,2014-01-01 22:00:00,0.459,0.40010694
MAC000002,2014-01-01 22:30:00,0.406,0.38939402
MAC000002,2014-01-01 23:00:00,0.46,0.36162022
MAC000002,2014-01-01 23:30:00,0.463,0.35867462
MAC000002,2014-01-02 00:00:00,0.496,0.29151082
MAC000002,2014-01-02 00:30:00,0.457,0.28374016
MAC000002,2014-01-02 01:00:00,0.439,0.28144783
MAC000002,2014-01-02 01:30:00,0.271,0.25281972
MAC000002,2014-01-02 02:00:00,0.126,0.25933543
MAC000002,2014-01-02 02:30:00,0.107,0.18746544
MAC000002,2014-01-02 03:00:00,0.103,0.11668985
MAC000002,2014-01-02 03:30:00,0.115,0.12588362
MAC000002,2014-01-02 04:00:00,0.096,0.10645815
MAC000002,2014-01-02 04:30:00,0.122,0.12996452
MAC000002,2014-01-02 05:00:00,0.088,0.113517955
MAC000002,2014-01-02 05:30:00,0.131,0.13679494
MAC000002,2014-01-02 06:00:00,0.079,0.117622405
MAC000002,2014-01-02 06:30:00,0.129,0.1345322
MAC000002,2014-01-02 07:00:00,0.075,0.14364764
MAC000002,2014-01-02 07:30:00,0.127,0.19694588
MAC000002,2014-01-02 08:00:00,0.077,0.2065229
MAC000002,2014-01-02 08:30:00,0.167,0.17271091
MAC000002,2014-01-02 09:00:00,0.139,0.21162328
MAC000002,2014-01-02 09:30:00,0.455,0.19689927
MAC000002,2014-01-02 10:00:00,0.316,0.23470373
MAC000002,2014-01-02 10:30:00,0.326,0.2864226
MAC000002,2014-01-02 11:00:00,0.171,0.2878533
MAC000002,2014-01-02 11:30:00,0.303,0.2803871
MAC000002,2014-01-02 12:00:00,0.237,0.2873935
MAC000002,2014-01-02 12:30:00,0.226,0.28634873
MAC000002,2014-01-02 13:00:00,0.131,0.27180743
MAC000002,2014-01-02 13:30:00,0.459,0.25057068
MAC000002,2014-01-02 14:00:00,0.391,0.24264921
MAC000002,2014-01-02 14:30:00,0.31,0.29256928
MAC000002,2014-01-02 15:00:00,0.364,0.29170638
MAC000002,2014-01-02 15:30:00,0.337,0.29434454
MAC000002,2014-01-02 16:00:00,0.313,0.33172664
MAC000002,2014-01-02 16:30:00,0.244,0.3224501
MAC000002,2014-01-02 17:00:00,0.284,0.3785798
MAC000002,2014-01-02 17:30:00,0.476,0.38349733
MAC000002,2014-01-02 18:00:00,0.412,0.4135476
MAC000002,2014-01-02 18:30:00,0.452,0.42248636
MAC000002,2014-01-02 19:00:00,0.396,0.4517241
MAC000002,2014-01-02 19:30:00,1.101,0.47481832
MAC000002,2014-01-02 20:00:00,0.292,0.4525874
MAC000002,2014-01-02 20:30:00,0.425,0.41155344
MAC000002,2014-01-02 21:00:00,0.41,0.41817015
MAC000002,2014-01-02 21:30:00,0.416,0.40558177
MAC000002,2014-01-02 22:00:00,0.422,0.36662954
MAC000002,2014-01-02 22:30:00,0.4,0.35752204
MAC000002,2014-01-02 23:00:00,0.407,0.33105543
MAC000002,2014-01-02 23:30:00,0.375,0.33077413
MAC000002,2014-01-03 00:00:00,0.424,0.2713615
MAC000002,2014-01-03 00:30:00,0.366,0.2635592
MAC000002,2014-01-03 01:00:00,0.408,0.253637
MAC000002,2014-01-03 01:30:00,0.381,0.20983264
MAC000002,2014-01-03 02:00:00,0.4,0.13311465
MAC000002,2014-01-03 02:30:00,0.283,0.12734312
MAC000002,2014-01-03 03:00:00,0.105,0.119591564
MAC000002,2014-01-03 03:30:00,0.134,0.13177842
MAC000002,2014-01-03 04:00:00,0.077,0.11241416
MAC000002,2014-01-03 04:30:00,0.13,0.13523342
MAC000002,2014-01-03 05:00:00,0.08,0.10883134
MAC000002,2014-01-03 05:30:00,0.126,0.14356808
MAC000002,2014-01-03 06:00:00,0.09,0.106301986
MAC000002,2014-01-03 06:30:00,0.115,0.15100624
MAC000002,2014-01-03 07:00:00,0.099,0.13266331
MAC000002,2014-01-03 07:30:00,0.102,0.17457646
MAC000002,2014-01-03 08:00:00,0.109,0.174263
MAC000002,2014-01-03 08:30:00,0.091,0.22602446
MAC000002,2014-01-03 09:00:00,0.12,0.21365699
MAC000002,2014-01-03 09:30:00,0.103,0.27932656
MAC000002,2014-01-03 10:00:00,0.154,0.2586547
MAC000002,2014-01-03 10:30:00,0.375,0.26485267
MAC000002,2014-01-03 11:00:00,0.251,0.23599647
MAC000002,2014-01-03 11:30:00,0.329,0.2673396
MAC000002,2014-01-03 12:00:00,0.222,0.25537494
MAC000002,2014-01-03 12:30:00,0.101,0.2502208
MAC000002,2014-01-03 13:00:00,0.107,0.23425467
MAC000002,2014-01-03 13:30:00,0.144,0.27762026
MAC000002,2014-01-03 14:00:00,0.096,0.26891997
MAC000002,2014-01-03 14:30:00,0.127,0.26377288
MAC000002,2014-01-03 15:00:00,0.114,0.26867992
MAC000002,2014-01-03 15:30:00,0.131,0.26302633
MAC000002,2014-01-03 16:00:00,0.079,0.27928612
MAC000002,2014-01-03 16:30:00,0.155,0.26420894
MAC000002,2014-01-03 17:00:00,0.091,0.30717683
MAC000002,2014-01-03 17:30:00,0.195,0.31899592
MAC000002,2014-01-03 18:00:00,0.19,0.37674347
MAC000002,2014-01-03 18:30:00,0.104,0.4450746
MAC000002,2014-01-03 19:00:00,0.223,0.4318283
MAC000002,2014-01-03 19:30:00,0.567,0.4043296
MAC000002,2014-01-03 20:00:00,0.9,0.38974282
MAC000002,2014-01-03 20:30:00,0.304,0.41218168
MAC000002,2014-01-03 21:00:00,0.422,0.38772982
MAC000002,2014-01-03 21:30:00,0.409,0.38630816
MAC000002,2014-01-03 22:00:00,0.418,0.3796836
MAC000002,2014-01-03 22:30:00,0.473,0.37987903
MAC000002,2014-01-03 23:00:00,0.48,0.363731
MAC000002,2014-01-03 23:30:00,0.478,0.35636857
MAC000002,2014-01-04 00:00:00,0.452,0.32620713
MAC000002,2014-01-04 00:30:00,0.47,0.314833
MAC000002,2014-01-04 01:00:00,0.431,0.3137626
MAC000002,2014-01-04 01:30:00,0.478,0.31070733
MAC000002,2014-01-04 02:00:00,0.264,0.2968262
MAC000002,2014-01-04 02:30:00,0.156,0.24267347
MAC000002,2014-01-04 03:00:00,0.086,0.11755236
MAC000002,2014-01-04 03:30:00,0.124,0.1361161
MAC000002,2014-01-04 04:00:00,0.096,0.09297181
MAC000002,2014-01-04 04:30:00,0.109,0.13400702
MAC000002,2014-01-04 05:00:00,0.106,0.092544325
MAC000002,2014-01-04 05:30:00,0.096,0.13162203
MAC000002,2014-01-04 06:00:00,0.118,0.09731755
MAC000002,2014-01-04 06:30:00,0.084,0.12982778
MAC000002,2014-01-04 07:00:00,0.126,0.123704135
MAC000002,2014-01-04 07:30:00,0.074,0.13673717
MAC000002,2014-01-04 08:00:00,0.127,0.16789986
MAC000002,2014-01-04 08:30:00,0.075,0.1640727
MAC000002,2014-01-04 09:00:00,0.123,0.20256758
MAC000002,2014-01-04 09:30:00,0.082,0.20291965
MAC000002,2014-01-04 10:00:00,0.118,0.23526268
MAC000002,2014-01-04 10:30:00,0.09,0.24302945
MAC000002,2014-01-04 11:00:00,0.106,0.23992798
MAC000002,2014-01-04 11:30:00,0.099,0.24681666
MAC000002,2014-01-04 12:00:00,0.097,0.31988066
MAC000002,2014-01-04 12:30:00,0.163,0.27428102
MAC000002,2014-01-04 13:00:00,0.104,0.27950943
MAC000002,2014-01-04 13:30:00,0.719,0.2815347
MAC000002,2014-01-04 14:00:00,0.328,0.2700875
MAC000002,2014-01-04 14:30:00,0.182,0.23946744
MAC000002,2014-01-04 15:00:00,0.105,0.25863802
MAC000002,2014-01-04 15:30:00,0.129,0.24203633
MAC000002,2014-01-04 16:00:00,0.076,0.24663009
MAC000002,2014-01-04 16:30:00,0.126,0.25695762
MAC000002,2014-01-04 17:00:00,0.675,0.28829047
MAC000002,2014-01-04 17:30:00,0.471,0.34889102
MAC000002,2014-01-04 18:00:00,0.549,0.42584962
MAC000002,2014-01-04 18:30:00,0.462,0.43196422
MAC000002,2014-01-04 19:00:00,0.415,0.43899655
MAC000002,2014-01-04 19:30:00,0.395,0.50967413
MAC000002,2014-01-04 20:00:00,1.497,0.5073397
MAC000002,2014-01-04 20:30:00,1.707,0.6056856
MAC000002,2014-01-04 21:00:00,1.3609999,0.47291523
MAC000002,2014-01-04 21:30:00,0.775,0.46621966
MAC000002,2014-01-04 22:00:00,0.453,0.42108953
MAC000002,2014-01-04 22:30:00,0.426,0.5186038
MAC000002,2014-01-04 23:00:00,0.454,0.4983823
MAC000002,2014-01-04 23:30:00,0.417,0.48948574
MAC000002,2014-01-05 00:00:00,0.43,0.43320394
MAC000002,2014-01-05 00:30:00,0.375,0.43316215
MAC000002,2014-01-05 01:00:00,0.413,0.4010014
MAC000002,2014-01-05 01:30:00,0.4,0.41948795
MAC000002,2014-01-05 02:00:00,0.326,0.30712068
MAC000002,2014-01-05 02:30:00,0.122,0.19495
MAC000002,2014-01-05 03:00:00,0.124,0.09652951
MAC000002,2014-01-05 03:30:00,0.087,0.12707922
MAC000002,2014-01-05 04:00:00,0.126,0.09774309
MAC000002,2014-01-05 04:30:00,0.079,0.11549404
MAC000002,2014-01-05 05:00:00,0.129,0.106945105
MAC000002,2014-01-05 05:30:00,0.075,0.103836454
MAC000002,2014-01-05 06:00:00,0.127,0.12114522
MAC000002,2014-01-05 06:30:00,0.074,0.096476145
MAC000002,2014-01-05 07:00:00,0.124,0.14643936
MAC000002,2014-01-05 07:30:00,0.074,0.117204644
MAC000002,2014-01-05 08:00:00,0.123,0.21223095
MAC000002,2014-01-05 08:30:00,0.082,0.16814603
MAC000002,2014-01-05 09:00:00,0.115,0.26942623
MAC000002,2014-01-05 09:30:00,0.403,0.22710532
MAC000002,2014-01-05 10:00:00,0.587,0.32296526
MAC000002,2014-01-05 10:30:00,0.806,0.29029736
MAC000002,2014-01-05 11:00:00,0.374,0.3634366
MAC000002,2014-01-05 11:30:00,0.182,0.33427456
MAC000002,2014-01-05 12:00:00,0.114,0.40755823
MAC000002,2014-01-05 12:30:00,0.159,0.4330134
MAC000002,2014-01-05 13:00:00,0.114,0.48135093
MAC000002,2014-01-05 13:30:00,0.144,0.49358845
MAC000002,2014-01-05 14:00:00,0.121,0.4538387
MAC000002,2014-01-05 14:30:00,0.103,0.43811762
MAC000002,2014-01-05 15:00:00,0.415,0.526455
MAC000002,2014-01-05 15:30:00,0.202,0.4513515
MAC000002,2014-01-05 16:00:00,0.184,0.4551549
MAC000002,2014-01-05 16:30:00,0.202,0.48747802
MAC000002,2014-01-05 17:00:00,0.341,0.53522116
MAC000002,2014-01-05 17:30:00,0.447,0.5467042
MAC000002,2014-01-05 18:00:00,0.425,0.63494176
MAC000002,2014-01-05 18:30:00,0.436,0.618405
MAC000002,2014-01-05 19:00:00,0.383,0.620757
MAC000002,2014-01-05 19:30:00,0.5,0.6017771
MAC000002,2014-01-05 20:00:00,1.09,0.77118564
MAC000002,2014-01-05 20:30:00,0.607,0.55168784
MAC000002,2014-01-05 21:00:00,0.429,0.45045856
MAC000002,2014-01-05 21:30:00,0.446,0.4770165
MAC000002,2014-01-05 22:00:00,0.447,0.4155732
MAC000002,2014-01-05 22:30:00,0.473,0.41790992
MAC000002,2014-01-05 23:00:00,0.453,0.38794664
MAC000002,2014-01-05 23:30:00,0.426,0.37915257
MAC000002,2014-01-06 00:00:00,0.42,0.3409855
MAC000002,2014-01-06 00:30:00,0.397,0.31163666
MAC000002,2014-01-06 01:00:00,0.423,0.31510288
MAC000002,2014-01-06 01:30:00,0.389,0.31074852
MAC000002,2014-01-06 02:00:00,0.369,0.216056
MAC000002,2014-01-06 02:30:00,0.115,0.12700075
MAC000002,2014-01-06 03:00:00,0.133,0.12192788
MAC000002,2014-01-06 03:30:00,0.074,0.105353415
MAC000002,2014-01-06 04:00:00,0.13,0.11587302
MAC000002,2014-01-06 04:30:00,0.083,0.10989866
MAC000002,2014-01-06 05:00:00,0.119,0.12445865
MAC000002,2014-01-06 05:30:00,0.092,0.11505165
MAC000002,2014-01-06 06:00:00,0.108,0.13175215
MAC000002,2014-01-06 06:30:00,0.102,0.12701131
MAC000002,2014-01-06 07:00:00,0.098,0.15948611
MAC000002,2014-01-06 07:30:00,0.11,0.13942012
MAC000002,2014-01-06 08:00:00,0.088,0.20077945
MAC000002,2014-01-06 08:30:00,0.118,0.17929627
MAC000002,2014-01-06 09:00:00,0.119,0.21114092
MAC000002,2014-01-06 09:30:00,0.178,0.25319245
MAC000002,2014-01-06 10:00:00,0.488,0.24869935
MAC000002,2014-01-06 10:30:00,0.148,0.36916915
MAC000002,2014-01-06 11:00:00,0.087,0.3066169
MAC000002,2014-01-06 11:30:00,0.111,0.27593297
MAC000002,2014-01-06 12:00:00,0.14,0.27635306
MAC000002,2014-01-06 12:30:00,0.341,0.2875374
MAC000002,2014-01-06 13:00:00,0.337,0.26428774
MAC000002,2014-01-06 13:30:00,0.528,0.23328444
MAC000002,2014-01-06 14:00:00,0.491,0.23428296
MAC000002,2014-01-06 14:30:00,0.128,0.24589255
MAC000002,2014-01-06 15:00:00,0.138,0.24621014
MAC000002,2014-01-06 15:30:00,0.161,0.27221933
MAC000002,2014-01-06 16:00:00,0.282,0.3101523
MAC000002,2014-01-06 16:30:00,0.269,0.3105052
MAC000002,2014-01-06 17:00:00,0.233,0.4201514
MAC000002,2014-01-06 17:30:00,0.27,0.43754372
MAC000002,2014-01-06 18:00:00,0.219,0.4890632
MAC000002,2014-01-06 18:30:00,0.284,0.4191797
MAC000002,2014-01-06 19:00:00,0.352,0.42762643
MAC000002,2014-01-06 19:30:00,1.182,0.52870727
MAC000002,2014-01-06 20:00:00,0.606,0.59996665
MAC000002,2014-01-06 20:30:00,0.515,0.4576664
MAC000002,2014-01-06 21:00:00,0.55,0.4117292
MAC000002,2014-01-06 21:30:00,0.507,0.42035714
MAC000002,2014-01-06 22:00:00,0.559,0.43503585
MAC000002,2014-01-06 22:30:00,0.519,0.4587513
MAC000002,2014-01-06 23:00:00,0.561,0.40823117
MAC000002,2014-01-06 23:30:00,0.631,0.39817977
MAC000002,2014-01-07 00:00:00,0.523,0.3584473
MAC000002,2014-01-07 00:30:00,0.265,0.35051596
MAC000002,2014-01-07 01:00:00,0.214,0.34566647
MAC000002,2014-01-07 01:30:00,0.265,0.32968315
MAC000002,2014-01-07 02:00:00,0.15,0.26366356
MAC000002,2014-01-07 02:30:00,0.132,0.1190482
MAC000002,2014-01-07 03:00:00,0.098,0.13180016
MAC000002,2014-01-07 03:30:00,0.105,0.104235075
MAC000002,2014-01-07 04:00:00,0.115,0.12252885
MAC000002,2014-01-07 04:30:00,0.088,0.10732485
MAC000002,2014-01-07 05:00:00,0.128,0.11684794
MAC000002,2014-01-07 05:30:00,0.073,0.116595276
MAC000002,2014-01-07 06:00:00,0.127,0.11767363
MAC000002,2014-01-07 06:30:00,0.087,0.13703258
MAC000002,2014-01-07 07:00:00,0.11,0.1361488
MAC000002,2014-01-07 07:30:00,0.104,0.16271164
MAC000002,2014-01-07 08:00:00,0.092,0.17130686
MAC000002,2014-01-07 08:30:00,0.121,0.18698846
MAC000002,2014-01-07 09:00:00,0.074,0.19341211
MAC000002,2014-01-07 09:30:00,0.166,0.2107126
MAC000002,2014-01-07 10:00:00,0.542,0.282197
MAC000002,2014-01-07 10:30:00,0.4,0.21177094
MAC000002,2014-01-07 11:00:00,0.41,0.3142488
MAC000002,2014-01-07 11:30:00,0.437,0.29063144
MAC000002,2014-01-07 12:00:00,0.495,0.30917624
MAC000002,2014-01-07 12:30:00,0.735,0.3282342
MAC000002,2014-01-07 13:00:00,0.78,0.2923025
MAC000002,2014-01-07 13:30:00,0.364,0.29546806
